movie_id,title,description
2812,In Too Deep (1999),No description available
3625,Better Living Through Circuitry (1999),No description available
3718,American Pimp (1999),No description available
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)","With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love."
2859,Stop Making Sense (1984),"History professor Baisch, his depressive and tablet-addicted brother-in-law Anzengruber and a manic cabaret artist have a car accident on a remote country road after a party. Wedged between two trees they get stuck, doors and windows can no longer be opened, the windows made of bulletproof glass cannot be smashed. Injured and with no chance of escape, they wait for days for rescue. Their only provisions are a bowl of herring salad and a few bottles of Prosecco. Fits of rage and fear alternate with overwrought hilarity and desperate fits of crying. But it gets worse..."
1123,"Perfect Candidate, A (1996)","The true story of anti-apartheid activists in South Africa, and particularly the life of Patrick Chamusso, a timid foreman at Secunda CTL, the largest synthetic fuel plant in the world. Patrick is wrongly accused, imprisoned and tortured for an attempt to bomb the plant, with the injustice transforming the apolitical worker into a radicalised insurgent, who then carries out his own successful sabotage mission."
1055,Shadow Conspiracy (1997),No description available
1202,Withnail and I (1987),No description available
391,Jason's Lyric (1994),"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit."
3903,Urbania (2000),No description available
3906,Under Suspicion (2000),No description available
3858,Cecil B. Demented (2000),No description available
759,Maya Lin: A Strong Clear Vision (1994),"Lorelei Lee is a beautiful showgirl engaged to be married to the wealthy Gus Esmond, much to the disapproval of Gus' rich father, Esmond Sr., who thinks that Lorelei is just after his money. When Lorelei goes on a cruise accompanied only by her best friend, Dorothy Shaw, Esmond Sr. hires Ernie Malone, a private detective, to follow her and report any questionable behavior that would disqualify her from the marriage."
3860,"Opportunists, The (1999)",No description available
3950,Tigerland (2000),No description available
1502,Kissed (1996),No description available
1539,Twin Town (1997),"As Tobias, a young director, supposes that his girl-friend Ellen had an affair with his brother Markus, front man of ""Hansen"", one year ago, he decides to shoot a documentary about the band's next tour. When Ellen joins the project, everybody's emotions boil over, although they are observed all the time."
1612,"Kiss Me, Guido (1997)",
3302,Beautiful People (1999),No description available
1564,Roseanna's Grave (For Roseanna) (1997),"Set to a classic Duke Ellington recording ""Daybreak Express"", this is a five-minute short of the soon-to-be-demolished Third Avenue elevated subway station in New York City."
987,Bliss (1997),A journalist suffering from burn-out wants to finally say goodbye to his office – but his boss doesn’t like the idea one bit.
2482,Still Crazy (1998),No description available
1767,Music From Another Room (1998),No description available
179,Mad Love (1995),"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate."
1896,Cousin Bette (1998),"The story of Salvador Puig Antich, one of the last political prisoners to be executed under Franco's Fascist State in 1974."
3581,Human Traffic (1999),There's something pretty grisly going on under London in the Tube tunnels between Holborn and Russell Square. When a top civil servant becomes the latest to disappear down there Scotland Yard start to take the matter seriously. Helping them are a young couple who get nearer to the horrors underground than they would wish.
3598,Hamlet (2000),"British diplomat Robert Conway and a small group of civilians crash land in the Himalayas, and are rescued by the people of the mysterious, Eden-like valley of Shangri-la. Protected by the mountains from the world outside, where the clouds of World War II are gathering, Shangri-la provides a seductive escape for the world-weary Conway."
68,French Twist (Gazon maudit) (1995),"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies."
3749,Time Regained (Le Temps Retrouvé) (1999),No description available
3823,Wonderland (1999),No description available
2962,Fever Pitch (1997),"A group of scientists, led by a Professor Ortmann, produce a living human child using scientific processes - a ""homunculus."" This creature is human in every way, except that he cannot experience love."
1236,Trust (1990),No description available
638,Jack and Sarah (1995),"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgängers, and an impossible transformation inside a prison cell."
325,National Lampoon's Senior Trip (1995),No description available
274,Man of the House (1995),"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out."
1581,Out to Sea (1997),"Two women, one from the United States and one from the United Kingdom, swap homes at Christmas time after bad breakups with their boyfriends. Each woman finds romance with a local man but realizes that the imminent return home may end the relationship."
3415,"Mirror, The (Zerkalo) (1975)",No description available
3470,Dersu Uzala (1974),
1273,Down by Law (1986),"After the defeat of their old arch nemesis, The Shredder, the Turtles have grown apart as a family. Struggling to keep them together, their rat sensei, Splinter, becomes worried when strange things begin to brew in New York City."
2255,Young Doctors in Love (1982),"Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian."
2295,"Impostors, The (1998)","A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire."
3199,Pal Joey (1957),"Dracula kills another innocent victim and Dr. Seward decides it's time to wipe him off the face of the earth. Armed with a hammer and a wooden stake, he arrives at Castle Dracula and duly dispatches the vampire Count. Next day, however, Dr. Frankenstein arrives with his assistant, Morpho, and a large crate containing the monster. Using the blood of a pub singer who has been abducted by his creation, the doctor brings Dracula back to life and uses him for his own ends. The Count and a female vampire continue to terrorise the town, so Dr Seward once again sets out for Castle Dracula. Unfortunately, he is attacked by the Frankenstein monster and left for dead. Amira, a gypsy, rescues him and summons up a werewolf to do battle with the forces of evil..."
209,White Man's Burden (1995),No description available
271,Losing Isaiah (1995),"Ronia lives happily in her father's castle until she comes across a new playmate, Birk, in the nearby dark forest. The two explore the wilderness, braving dangerous Witchbirds and Rump-Gnomes. But when their families find out Birk and Ronia have been playing together, they forbid them to see each other again. Indeed, their fathers are competing robber chieftains and bitter enemies. Now the two spunky children must try to tear down the barriers that have kept their families apart for so long."
2905,Sanjuro (1962),No description available
352,Crooklyn (1994),No description available
2977,Crazy in Alabama (1999),A biographical portrait of a pre-fame Jane Austen and her romance with a young Irishman.
564,Chasers (1994),Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.
639,Girl 6 (1996),"During their travel from Chicago to New York, Harry and Sally debate whether or not sex ruins a friendship between a man and a woman. Eleven years later, and they're still no closer to finding the answer."
1812,Wide Awake (1998),"Gabriel is a young, aspiring musical composer whose life seems stuck in the First Act. When his new musical number gets a critical reception, a theatre colleague, Perry, tells Gabriel that he needs to get a life before he can write about one – so he heads straight for his local gay bar."
1998,Exorcist II: The Heretic (1977),"The story of a young couple, Pierre and Geraldine, and their desire for a child, which leads them on a journey of initiation to Cambodia.  On their difficult and transformative adventure, they must contend with obstructive authorities and the jealousies and mistrust of a small community of would-be adoptive parents."
2988,Melvin and Howard (1980),"At fictional Harrad College students learn about sexuality and experiment with each other. Based on the 1962 book of the same name by Robert Rimmer, this movie deals with the concept of free love during the height of the sexual revolution which took place in the United States."
2068,Fanny and Alexander (1982),No description available
670,"World of Apu, The (Apur Sansar) (1959)","With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors."
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Two Hobbits struggle to destroy the Ring in Mount Doom while their friends desperately fight evil Lord Sauron's forces in a final battle.
2330,Hands on a Hard Body (1996),"In Marseilles (France), skilled pizza delivery boy Daniel who drives a scooter finally has his dreams come true. He gets a taxi license. Caught by the police for a huge speed infraction, he will help Emilien, a loser inspector who can't drive, on the track of German bank robbers, so he doesn't lose his license and his dream job."
214,Before the Rain (Pred dozhdot) (1994),"Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scrambles to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard."
523,Ruby in Paradise (1993),"Michaela, an epileptic, enrolls in college to study education. She goes off her medication and soon begins hearing voices and seeing apparitions that tell her to avoid religious objects, although she is devoutly Roman Catholic. One priest scoffs at the idea that Michaela could be possessed by demons, but a younger pastor arranges an exorcism for the young woman."
602,"Great Day in Harlem, A (1994)","Strange phenomena surface around the globe. The skies ignite. Terror races through the world's major cities. As these extraordinary events unfold, it becomes increasingly clear that a force of incredible magnitude has arrived. Its mission: total annihilation over the Fourth of July weekend. The last hope to stop the destruction is an unlikely group of people united by fate and unimaginable circumstances."
83,Once Upon a Time... When We Were Colored (1995),"Two divers are left out at sea without a boat. There’s nothing but water for miles, unless they look at what’s underneath them..."
2022,"Last Temptation of Christ, The (1988)","When Longfellow Deeds, a small-town pizzeria owner and poet, inherits $40 billion from his deceased uncle, he quickly begins rolling in a different kind of dough. Moving to the big city, Deeds finds himself besieged by opportunists all gunning for their piece of the pie. Babe, a television tabloid reporter, poses as an innocent small-town girl to do an exposé on Deeds."
809,Fled (1996),"Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after. Shrek and the King find it difficult to get along, and there's tension in the marriage. The Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming and plots to destroy their marriage."
1456,"Pest, The (1997)",No description available
1604,Money Talks (1997),No description available
1465,Rosewood (1997),No description available
1473,Best Men (1997),No description available
1475,Kama Sutra: A Tale of Love (1996),No description available
1497,Double Team (1997),"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants."
2514,Pet Sematary II (1992),No description available
2516,Children of the Corn III (1994),"Seven British children bury their mother and hide her death, until their long-lost father returns."
1744,Firestorm (1998),No description available
2548,"Rage: Carrie 2, The (1999)",No description available
1902,Dream for an Insomniac (1996),"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured."
152,"Addiction, The (1995)","When an unidentified alien destroys three powerful Klingon cruisers, Captain James T. Kirk returns to the newly transformed U.S.S. Enterprise to take command."
1771,Night Flier (1997),"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination."
1866,"Big Hit, The (1998)",No description available
2597,Lost & Found (1999),No description available
1869,Black Dog (1998),No description available
3709,Sleepwalkers (1992),No description available
2835,Chill Factor (1999),No description available
1119,Drunks (1997),No description available
479,Judgment Night (1993),"New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness."
2898,"Dark Half, The (1993)","Melvin Udall, a cranky, bigoted, obsessive-compulsive writer of romantic fiction, is rude to everyone he meets, including his gay neighbor, Simon. After Simon is hospitalized, Melvin finds his life turned upside down when he has to look after Simon's dog. In addition, Carol, the only waitress at the local diner who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast."
98,Shopping (1994),"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences."
2974,Bats (1999),"A world-famous pianist loses both hands in an accident. When new hands are grafted on, he is horrified to learn they once belonged to a murderer."
3782,Shaft's Big Score! (1972),"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life."
2996,Music of the Heart (1999),"Arthur Conan Doyle's ""Lost World"" performed live as a filmed audio drama."
1255,Bad Taste (1987),"A teenage girl is captured by a giant mutated squid-like creature that appears from Seoul's Han River after toxic waste was dumped in it, prompting her family into a frantic search for her."
3520,How to Stuff a Wild Bikini (1965),"The amorous adventures of Andrea Rossi-Colombotti, an army officer who finds pleasure with beautiful women in life-threatening situations."
2656,Tarantula (1955),No description available
2666,It Conquered the World (1956),"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans."
3592,Time Masters (Les Maîtres du Temps) (1982),"One Million B.C. is a 1940 American fantasy film produced by Hal Roach Studios and released by United Artists. It is also known by the titles Cave Man, Man and His Mate, and Tumak. The film stars Victor Mature as protagonist Tumak, a young cave man who strives to unite the uncivilized Rock Tribe and the peaceful Shell Tribe, Carole Landis as Loana, daughter of the Shell Tribe chief and Tumak's love interest, and Lon Chaney, Jr. as Tumak's stern father and leader of the Rock Tribe."
2035,Blackbeard's Ghost (1968),"Martin Sheen stars as an American newsman in Rome who begins to investigate the appearance of several corpses found throughout Europe with their hands cut off. He soon uncovers not only plots of plutonium theft, but also of nuclear arms deals and dark political schemes."
3922,Bikini Beach (1964),
3924,Pajama Party (1964),Blondie and Dagwood are about to celebrate their fifth wedding anniversary but this happy occasion is marred when the bumbling Dagwood gets himself involved in a scheme that is promising financial ruin for the Bumstead family.
831,Stonewall (1995),"Aliens have landed and are hiding on Earth, but need Earth’s scientists to help them fight an inter-planetary war."
1613,Star Maps (1997),An American master chemist plans to score big on a once in a lifetime drug deal. All does not go as planned and he is soon entangled in a web of deceit.
2504,200 Cigarettes (1999),No description available
2513,Pet Sematary (1989),No description available
984,"Pompatus of Love, The (1996)","When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath."
3401,Baby... Secret of the Lost Legend (1985),
3262,Twin Peaks: Fire Walk with Me (1992),No description available
3673,Benji the Hunted (1987),No description available
3674,For the Love of Benji (1977),No description available
201,Three Wishes (1995),"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself."
876,Police Story 4: Project S (Chao ji ji hua) (1993),No description available
2372,Fletch Lives (1989),No description available
3329,"Year My Voice Broke, The (1987)",No description available
1728,"Winter Guest, The (1997)",No description available
1928,Cimarron (1931),No description available
2587,Life (1999),"In his delirium from his return from war, Francesco Bernardone goes back in his memories to the days when he lived for parties and carnal pleasures. He slowly recovers, but after the illness he is no longer the Francesco that everybody knew. Instead of spending hours in taverns, he meditates on the beauty of God's creatures, soon renouncing his riches and his family with plans to rebuild an abandoned church and his life."
1930,Cavalcade (1933),"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero."
1933,"Life of Émile Zola, The (1937)","Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions."
255,"Jerky Boys, The (1994)","The third in a series of films featuring François Truffaut's alter-ego, Antoine Doinel, the story resumes with Antoine being discharged from military service. His sweetheart Christine's father lands Antoine a job as a security guard, which he promptly loses. Stumbling into a position assisting a private detective, Antoine falls for his employers' seductive wife, Fabienne, and finds that he must choose between the older woman and Christine."
1943,"Greatest Show on Earth, The (1952)",In a bold coup a Palestinian terrorist group captures the yacht Rosebud and kidnaps the millionaires five daughters on it. At first they demand film clips to be shown on major European TV stations. Undercover agent Martin is hired to hunt the terrorists down.
3475,"Place in the Sun, A (1951)","Two people, a Frenchman Julien Maroyeur and a Jewish German woman (Anna Kupfer) met on a train while escaping the German army entering France."
1169,American Dream (1990),No description available
3002,My Best Fiend (Mein liebster Feind) (1999),A group of unlikely allies are assembled to go on an expedition deep within the Amazon forest in search of new discoveries.
669,Aparajito (1956),"This pioneering documentary film depicts the lives of the indigenous Inuit people of Canada's northern Quebec region. Although the production contains some fictional elements, it vividly shows how its resourceful subjects survive in such a harsh climate, revealing how they construct their igloo homes and find food by hunting and fishing. The film also captures the beautiful, if unforgiving, frozen landscape of the Great White North, far removed from conventional civilization."
3010,Rosetta (1999),"A young Catholic priest from Boston confronts bigotry, Nazism, and his own personal conflicts as he rises to the office of cardinal."
3951,Two Family House (2000),No description available
1413,"Whole Wide World, The (1996)","In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling – but Song is not at all who Gallimard thinks."
3885,Love & Sex (2000),No description available
680,Alphaville (1965),"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time."
3038,"Face in the Crowd, A (1957)",No description available
3047,Experience Preferred... But Not Essential (1982),No description available
2180,Torn Curtain (1966),"Elisabeth and Gudrun are two Swedish divorcées, both over 40, who meet when Elisabeth parks her car on a loading zone and is ticketed by Gudrun. Despite this shaky start, a friendship grows between the two. Elizabeth, a gynecologist, is sexy and confident. She leads the shy Gudrun through the dangerous waters of single life. But as they cavort through the dance floors and bars of Stockholm's nightlife they are led to a deeper examination of the relationships with men."
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)","When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist."
3075,Repulsion (1965),"Blackmailing a young couple to assist with his horrific experiments the Baron, desperate for vital medical data, abducts a man from an insane asylum. On route the abductee dies and the Baron and his assistant transplant his brain into a corpse. The creature is tormented by a trapped soul in an alien shell and, after a visit to his wife who violently rejects his monstrous form, the creature wreaks his revenge on the perpetrator of his misery: Baron Frankenstein."
2351,Nights of Cabiria (Le Notti di Cabiria) (1957),No description available
3235,Where the Buffalo Roam (1980),No description available
1631,"Assignment, The (1997)","Bored and restless, Alice spends much of her time lusting after Jim, a local sawmill worker. When not lusting after him, Alice fills the hours with such pursuits as writing her name on a mirror with vaginal secretions and wandering the fields with her underwear around her ankles. And, in true teenaged tradition, she spends a lot of time writing in her diary."
3090,Matewan (1987),"Fred C. Dobbs and Bob Curtin, both down on their luck in Tampico, Mexico in 1925, meet up with a grizzled prospector named Howard and decide to join with him in search of gold in the wilds of central Mexico. Through enormous difficulties, they eventually succeed in finding gold, but bandits, the elements, and most especially greed threaten to turn their success into disaster."
3241,"Cup, The (Phörpa) (1999)",No description available
2512,"Ballad of Narayama, The (Narayama Bushiko) (1982)",No description available
2440,Another Day in Paradise (1998),"Two North Korean soldiers are killed in the border area between North and South Korea, prompting an investigation by a neutral body. The sergeant is the shooter, but the lead investigator, a Swiss-Korean woman, receives differing accounts from the two sides."
1572,Contempt (Le Mépris) (1963),"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration."
970,Beat the Devil (1954),No description available
3188,"Life and Times of Hank Greenberg, The (1998)",No description available
2488,Peeping Tom (1960),No description available
2630,Besieged (L' Assedio) (1998),No description available
3379,On the Beach (1959),No description available
2579,Following (1998),No description available
3456,"Color of Paradise, The (Rang-e Khoda) (1999)",No description available
2659,It Came from Hollywood (1982),No description available
183,Mute Witness (1994),"A boy and his brother run away from home and hitch cross-country, with help from a girl they meet, to compete in the ultimate video-game championship."
3547,Prick Up Your Ears (1987),"Bizarre tale of sex, betrayal, and perversion at a military post."
2824,On the Ropes (1999),
3559,Limelight (1952),
2689,Get Bruce (1999),No description available
2830,Cabaret Balkan (Bure Baruta) (1998),"When a young man agrees to housesit for his boss, he thinks it'll be the perfect opportunity to get close to the woman he desperately has a crush on – his boss's daughter. But he doesn't plan on the long line of other houseguests that try to keep him from his mission. And he also has to deal with the daughter's older brother, who's on the run from local drug dealers."
3568,Smiling Fish and Goat on Fire (1999),No description available
3731,Cutter's Way (1981),No description available
2864,Splendor (1999),No description available
1132,Manon of the Spring (Manon des sources) (1986),No description available
1068,Crossfire (1947),No description available
3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",No description available
99,Heidi Fleiss: Hollywood Madam (1995),"Following the tragic death of her teenage son, Manuela travels from Madrid to Barcelona in an attempt to contact the long-estranged father the boy never knew. She reunites with an old friend, an outspoken transgender sex worker, and befriends a troubled actress and a pregnant, HIV-positive nun."
2970,Fitzcarraldo (1982),"A scientist, Professor Jakob ten Brinken, interested in the laws of heredity, impregnates a prostitute in a laboratory with the semen of a hanged murderer. The prostitute conceives a female child who has no concept of love, whom the professor adopts. The girl, Alraune, suffers from obsessive sexuality and perverse relationships throughout her life. She learns of her unnatural origins and she avenges herself against the professor."
1232,Stalker (1979),No description available
3127,Holy Smoke (1999),"Rescued from the guillotine by his devoted dwarf Fritz, the Baron relocates to Carlsbruck, where he continues his gruesome experiments."
2271,Permanent Midnight (1998),No description available
3281,"Brandon Teena Story, The (1998)",No description available
2590,Hideous Kinky (1998),No description available
1044,Surviving Picasso (1996),No description available
3041,Meatballs Part II (1984),"It all begins at a party in Santiago, Chile, when a seemingly innocent gesture -- the offer of a ride home -- ends in a passionate night of lovemaking and intense conversation for young singles Bruno and Daniela. Shacked up at a flea-bitten motel for a one-night stand, the pair lingers deep into the night, alternating between powerful physical encounters and an ever-deepening emotional connection."
3391,Who's That Girl? (1987),No description available
3715,Burglar (1987),No description available
3144,"Glass Bottom Boat, The (1966)","The movie follows Bernie, a record producer who persuades his nephew Frankie to create a new rock star that will help Bernie overcome his work related ennui. Iggy, the burnt out roadie pillages the graves of various celebrities such as Buddy Holly, Jimi Hendrix, and Sid Vicious, using the head of Elvis Presley to top things off."
1825,"Player's Club, The (1998)","Sylvester Stallone stars as hard-luck big-rig trucker Lincoln Hawk and takes us under the glaring Las Vegas lights for all the boisterous action of the World Armwrestling Championship.  Relying on wits and willpower, Hawk tries to rebuild his life by capturing the first-place prize money, and the love of the son he abandoned years earlier into the keeping of his rich, ruthless father-in-law."
31,Dangerous Minds (1995),No description available
1323,Amityville 3-D (1983),No description available
2475,52 Pick-Up (1986),No description available
3449,"Good Mother, The (1988)",No description available
2552,My Boyfriend's Back (1993),No description available
573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)","After a serial killer strangles several women with a necktie, London police identify a suspect—but he claims vehemently to be the wrong man."
2994,"City, The (1998)","International man of mystery Diabolik and his sensuous lover Eva Kant pull off heist after heist, all while European cops led by Inspector Ginko and envious mobsters led by Ralph Valmont are closing in on them."
3008,Last Night (1998),A female traveling companion seduces a married man and his alcoholic wife.
685,It's My Party (1995),"Commissioned to make a propaganda film about the 1936 Olympic Games in Germany, director Leni Riefenstahl created a celebration of the human form. Where the two-part epic's first half, Festival of the Nations, focused on the international aspects of the 1936 Olympic Games held in Berlin, part two, The Festival of Beauty, concentrates on individual athletes such as equestrians, gymnasts, and swimmers, climaxing with American Glenn Morris' performance in the decathalon and the games' majestic closing ceremonies."
3128,"Map of the World, A (1999)",No description available
1397,Bastard Out of Carolina (1996),
1399,Marvin's Room (1996),No description available
2276,"Soldier's Daughter Never Cries, A (1998)",No description available
1547,Shiloh (1997),"When an unsuspecting town newcomer is drawn to local blood fiends, the Frog brothers and other unlikely heroes gear up to rescue him."
1482,"Van, The (1996)","Jimmy and Jon are a couple of Brooklyn guys who somehow never found their way into workaday society; they never found their way into big-time crime, either."
1725,"Education of Little Tree, The (1997)","In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two romantics, one from each gang, fall in love leading to tragedy."
988,Grace of My Heart (1996),"While doing a series of reports on alternative energy sources, opportunistic reporter Kimberly Wells witnesses an accident at a nuclear power plant. Wells is determined to publicize the incident, but soon finds herself entangled in a sinister conspiracy to keep the full impact of the incident a secret."
2610,Three Seasons (1999),"Mirabelle is a disenchanted salesgirl and aspiring artist who sells gloves and accessories at a department store. She has two men in her life: wealthy divorcée Ray Porter and struggling musician Jeremy. Mirabelle falls in love with the glamorous Ray, and her life takes a magical turn, but eventually she realizes that she must empower herself and make a choice between them."
1811,"Niagara, Niagara (1997)","In Los Angeles, a colorful assortment of bohemians try to make sense of their intersecting lives. The moody Dark Smith, his bisexual girlfriend, her lesbian lover and their shy gay friend plan on attending the wildest party of the year. But they'll only make it if they can survive the drug trips, suicides, trysts, mutilations and alien abductions that occur as one surreal day unfolds."
2479,Gloria (1999),No description available
2493,"Harmonists, The (1997)","In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing."
2711,My Life So Far (1999),No description available
301,Picture Bride (1995),"A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy."
2679,Finding North (1999),No description available
3711,Sarafina! (1992),No description available
369,Mrs. Parker and the Vicious Circle (1994),No description available
57,Home for the Holidays (1995),No description available
388,Boys Life (1995),"When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing."
613,Jane Eyre (1996),"In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender."
2963,Joe the King (1999),"Using every known means of transportation, several savants from the Geographic Society undertake a journey through the Alps to the Sun which finishes under the sea."
621,My Favorite Season (1993),"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?"
483,King of the Hill (1993),"After serving prison time for a self-defense killing, Sailor Ripley reunites with girlfriend Lula Fortune. Lula's mother, Marietta, desperate to keep them apart, hires a hitman to kill Sailor. But he finds a whole new set of troubles when he and Bobby Peru, an old buddy who's also out to get Sailor, try to rob a store. When Sailor lands in jail yet again, the young lovers appear further than ever from the shared life they covet."
3839,Phantasm IV: Oblivion (1998),No description available
409,Above the Rim (1994),"In the 1930s, Count Almásy is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics."
1062,"Sunchaser, The (1996)",No description available
3886,Steal This Movie! (2000),No description available
